代码,行业,最新价,流通市值_亿美元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
HOG,Consumer Cyclical,25.97,26.75,14.616246,16.9,31.25,-8.06,-22.98,,,,10.79,37.96,568922000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INFY,Technology,12.28,470.94,15.158005,59.07,30.0,3.44,3.58,,,,33.85,5.88,4039000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INGR,Consumer Defensive,103.75,64.81,11.273157,20.49,130.48,-3.15,14.0,,,,16.8,24.96,944000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INTU,Technology,334.71,895.77,20.4708,53.61,721.54,13.95,23.26,,,,19.63,17.96,6207000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IT,Technology,179.46,108.94,16.412659,32.5,265.85,5.87,-3.35,,,,227.95,41.41,1290365000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ITRI,Technology,102.61,44.13,17.109286,27.74,142.0,9.65,nan,,,,17.54,34.08,405952000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ITUB,Financial Services,7.4,438.02,9.13002,22.92,9.6,6.61,15.38,,,,21.93,18.38,34466000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LHX,Industrials,290.74,541.61,29.376882,23.33,379.23,8.62,14.78,,,,8.18,26.98,3106000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LIF,Technology,49.15,34.78,28.410405,56.33,112.54,28.95,nan,,,,27.51,32.34,88630000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOGI,Technology,103.28,147.69,18.962863,20.35,129.66,2.17,24.95,,,,32.16,2.29,1037207000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOPE,Consumer Defensive,142.06,36.2,17.202779,36.31,223.04,6.67,5.39,,,,28.94,10.82,273491000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOW,Consumer Cyclical,215.97,1207.74,18.225316,26.31,293.06,-3.85,1.11,,,,-67.1,82.52,9864000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LRN,Consumer Defensive,78.59,31.61,11.007003,54.09,171.17,11.08,38.66,,,,20.72,22.42,433814000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LUV,Industrials,44.98,217.43,28.17556,18.38,55.11,5.63,-6.47,,,,5.53,20.58,1842000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LVS,Consumer Cyclical,45.68,129.27,17.717272,35.16,70.45,46.86,-3.88,,,,102.33,72.01,3023000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LW,Consumer Defensive,53.11,70.5,25.533654,20.81,67.07,7.31,-34.0,,,,15.89,53.43,942900000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MAT,Consumer Cyclical,14.65,32.96,10.470867,34.83,22.48,-0.54,0.31,,,,17.8,40.41,593255000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKC,Consumer Defensive,52.97,142.15,8.813411,27.02,72.58,2.51,5.0,,,,13.76,31.54,962200000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKC.V,,52.88,139.96,8.798436,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKL,Financial Services,1842.46,220.99,10.168663,16.54,2207.59,11.4,nan,,,,11.33,6.25,2761256000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKTX,Financial Services,162.6,56.27,19.241256,17.03,195.97,5.62,-0.48,,,,21.53,14.73,382139000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MLCO,Consumer Cyclical,5.52,20.04,9.501417,45.62,10.15,56.39,nan,,,,-14.84,92.46,818115000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MLM,Basic Materials,543.9,325.36,13.372188,23.5,710.97,-0.06,9.46,,,,11.33,30.49,1785000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KMB,Consumer Defensive,108.93,360.03,18.587529,20.0,136.17,-6.58,1.48,,,,134.55,42.67,2777000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KNF,Basic Materials,67.42,37.94,27.425401,29.98,96.28,7.47,10.56,,,,9.57,33.37,278475000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KRC,Real Estate,36.24,41.65,25.31971,19.52,45.03,0.47,5.88,,,,5.09,43.22,566313000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KSS,Consumer Cyclical,19.27,20.87,8.096639,23.59,25.22,-4.98,nan,,,,6.72,49.62,1380000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KT,Communication Services,18.53,73.38,8.301971,24.61,24.58,3.29,10.89,,,,9.76,25.05,4941733000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LAZ,Financial Services,43.54,41.27,21.444262,25.89,58.75,3.67,-12.83,,,,27.11,43.99,519325000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LBRT,Energy,21.59,33.75,29.158732,37.38,34.478,-1.16,-28.21,,,,7.11,17.38,609598000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LCII,Consumer Cyclical,107.15,24.98,12.415991,32.89,159.66,-7.49,-21.89,,,,13.83,38.9,330976000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LDOS,Technology,140.38,175.47,13.107806,31.78,205.77,6.06,28.34,,,,29.45,38.8,1750000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEA,Consumer Cyclical,121.23,59.57,11.364214,19.36,150.33,3.64,10.05,,,,8.68,19.62,1088800000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEN,Consumer Cyclical,85.2,173.81,13.27151,40.93,144.24,0.51,-23.35,,,,9.46,17.06,216812000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEN.B,,83.42,185.19,12.994241,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LII,Industrials,420.91,122.23,18.663253,31.73,616.5,3.26,17.47,,,,69.28,43.38,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LKQ,Consumer Cyclical,24.71,62.27,13.825988,33.45,37.13,2.18,-19.16,,,,9.29,33.43,1063000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PYPL,Financial Services,59.2,504.98,11.159677,25.27,79.215,6.43,29.33,,,,25.83,12.46,6416000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RCL,Consumer Cyclical,308.0,729.13,18.982997,15.96,366.5,26.59,nan,,,,42.52,52.94,6465000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RDY,Healthcare,12.39,73.6,29.493118,20.93,15.67,10.96,-1.67,,,,11.36,13.35,56755000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RGLD,Basic Materials,232.87,197.09,25.047086,23.96,306.25,19.54,24.96,,,,6.51,9.39,704846000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RRC,Energy,40.18,87.19,11.107198,16.83,48.31,-17.55,-17.77,,,,15.24,18.49,1171324000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SAP,Technology,204.15,2102.74,26.7586,27.44,281.37,7.63,46.36,,,,16.06,10.63,9156000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SARO,Industrials,27.39,61.35,28.243665,20.56,34.48,13.46,nan,,,,10.4,37.35,316705000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SBAC,Real Estate,183.08,192.41,19.717939,18.75,225.33,2.25,31.68,,,,-21.71,132.35,1291328000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SEZL,Financial Services,125.44,21.27,27.584314,35.91,195.71,53.06,nan,,,,78.4,35.18,209907000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SFM,Consumer Defensive,86.07,79.61,16.578346,43.47,152.25,11.2,26.1,,,,37.32,46.73,715998000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SLGN,Consumer Cyclical,40.67,35.66,15.956679,17.92,49.55,0.37,-5.42,,,,12.68,46.26,729841000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TFPM,Basic Materials,32.25,22.24,16.125,22.66,41.7,36.78,63.33,,,,11.73,0.07,312832000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TGTX,Healthcare,49.5,70.06,17.877361,16.53,59.3,504.86,nan,,,,69.01,23.86,-24772000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
THO,Consumer Cyclical,78.97,39.14,15.98583,35.71,122.83,-16.26,-38.98,,,,6.03,13.06,577923000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TIMB,Communication Services,18.19,86.95,10.496249,35.54,28.22,7.34,37.17,,,,17.98,29.05,13440069000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TLK,Communication Services,14.64,67.64,14.424029,37.76,23.52,-0.13,-5.52,,,,13.44,26.2,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TM,Consumer Cyclical,188.22,2055.36,8.7575,24.38,248.9,10.91,16.22,,,,9.64,40.94,5472920000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TMDX,Healthcare,87.02,28.96,21.662156,44.22,156.0,86.42,nan,,,,40.22,48.6,192840000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TME,Communication Services,8.46,45.77,10.03748,68.31,26.7,5.1,44.33,,,,13.77,3.72,10231000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TMUS,Communication Services,177.13,768.39,18.568343,32.28,261.56,3.53,61.9,,,,18.57,55.77,27950000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TREX,Industrials,49.53,47.24,29.393316,25.02,66.06,2.02,1.03,,,,18.41,12.89,358113000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRI,Industrials,102.61,127.33,27.131148,42.99,180.0,4.1,3.93,,,,12.61,13.22,2651000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DAVE,Technology,316.19,32.27,20.266725,31.0,458.25,39.34,nan,,,,55.53,15.43,290023000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DBD,Technology,71.78,21.04,23.300179,22.05,92.085,-0.86,nan,,,,8.6,24.35,300700000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DECK,Consumer Cyclical,91.2,123.12,12.856714,27.3,125.45,14.69,25.6,,,,40.97,10.17,1181955000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DHI,Consumer Cyclical,145.82,362.69,13.872675,20.99,184.55,0.76,-15.09,,,,14.82,17.0,3420900000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DKS,Consumer Cyclical,202.66,122.48,19.567815,17.07,244.38,11.65,-6.63,,,,15.33,44.49,1537343000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DLB,Industrials,61.39,35.59,26.140256,18.86,75.66,2.47,11.48,,,,9.72,1.2,472198000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOCS,Healthcare,24.99,30.24,29.659538,67.34,76.51,15.45,20.23,,,,20.62,0.91,326458000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DORM,Consumer Cyclical,133.63,35.96,18.56848,19.93,166.89,7.11,18.88,,,,13.82,21.52,113634000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOX,Technology,57.28,60.25,13.635865,35.26,88.48,-0.32,0.91,,,,16.47,13.22,749096000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DPZ,Consumer Cyclical,353.72,105.74,20.032916,24.58,469.0,2.88,9.98,,,,-15.42,294.11,792062000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DRVN,Consumer Cyclical,12.45,20.04,12.491509,36.93,19.74,-2.88,48.05,,,,18.27,63.97,330543000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DUOL,Technology,134.63,53.54,16.052754,63.77,371.63,41.08,nan,,,,30.74,4.71,387823000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DVA,Healthcare,181.5,59.22,14.962902,26.66,247.49,5.53,10.04,,,,-114.7,73.65,1886500000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAAS,Basic Materials,52.38,218.19,16.45224,25.16,69.99,34.28,nan,,,,13.98,8.75,1333000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAC,Industrials,214.96,81.75,20.145272,28.44,300.41,14.78,2.0,,,,42.57,60.24,18249740000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PATH,Technology,15.26,62.57,25.23411,23.08,19.84,15.01,nan,,,,13.56,2.56,371208000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PATK,Consumer Cyclical,86.76,26.63,20.645866,41.58,148.5,-6.81,-25.62,,,,11.4,48.53,329414000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PBH,Healthcare,52.27,24.4,14.620092,26.45,71.07,-1.17,nan,,,,10.08,29.92,257627000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PCTY,Technology,145.67,61.52,29.607724,20.32,182.83,14.68,24.19,,,,22.08,2.72,533252000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PDD,Consumer Cyclical,89.035,680.23,9.515939,36.13,139.41,49.0,45.85,,,,23.67,0.85,106938690000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PEGA,Technology,31.35,26.94,17.446461,53.96,68.1,9.83,nan,,,,49.97,4.66,505227000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PEP,Consumer Defensive,138.7,1893.77,18.175864,19.12,171.48,2.83,-2.57,,,,40.38,46.46,12087000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PFSI,Financial Services,76.98,22.75,10.550251,52.0,160.36,23.95,1.76,,,,11.63,78.46,-1651984000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PHG,Healthcare,26.8,254.87,20.528627,19.86,33.44,0.01,nan,,,,8.17,28.99,1172000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PKX,Basic Materials,57.09,164.99,28.804238,38.21,92.4,-6.72,-39.75,,,,1.24,28.33,4571910000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PLNT,Consumer Cyclical,48.26,36.24,16.419724,57.76,114.26,12.23,30.14,,,,-45.38,93.49,418421000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PNR,Industrials,65.77,104.0,16.524138,42.28,113.95,0.44,10.78,,,,16.9,25.71,814800000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SGHC,Consumer Cyclical,12.81,35.36,17.818097,19.23,15.86,17.2,3.7,,,,27.02,6.39,360000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SPOT,Communication Services,489.6,744.19,26.912377,34.57,748.3,13.59,nan,,,,26.56,13.03,2933000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SQM,Basic Materials,71.25,102.6,24.927788,27.3,98.0,-24.68,-46.8,,,,10.33,32.6,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
STZ,Consumer Defensive,133.96,199.25,12.758095,21.66,171.0,-1.12,nan,,,,20.87,51.15,2669000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GSK,Healthcare,50.3,844.03,16.085047,18.48,61.7,3.66,-27.43,,,,34.9,28.99,7741000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HURN,Industrials,150.31,23.38,22.589994,19.53,186.78,13.6,11.61,,,,19.87,35.92,193394000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
JEF,Financial Services,54.82,77.84,15.41088,22.83,71.04,14.83,-3.29,,,,6.72,31.25,-1499517000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KDP,Consumer Defensive,29.56,383.29,29.872104,17.75,35.94,5.71,13.13,,,,8.15,29.1,1991000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KGC,Basic Materials,27.48,324.26,10.448669,29.74,39.11,26.84,nan,,,,27.87,5.95,3760500000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HMY,Basic Materials,19.86,108.03,12.774103,23.79,26.06,19.97,nan,,,,21.06,3.8,15650000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HRL,Consumer Defensive,24.39,70.76,28.757893,16.9,29.35,-0.95,-21.8,,,,6.05,21.34,845251000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HSY,Consumer Defensive,184.23,257.92,25.177653,23.07,239.48,3.92,-18.72,,,,19.05,41.76,2277367000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTGC,Financial Services,16.6,28.88,8.239174,15.39,19.62,33.42,49.3,,,,15.33,50.23,-425801000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTHT,Consumer Cyclical,41.25,70.95,18.03244,27.17,56.64,22.22,nan,,,,39.68,55.68,8379000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTLF,,64.67,27.25,17.063329,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HUBG,Industrials,40.21,22.67,23.11508,24.5,53.26,-2.31,-15.34,,,,6.32,17.73,194419000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IAG,Basic Materials,18.07,98.94,9.1326,27.34,24.87,43.83,nan,,,,15.85,13.02,1142600000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IAU,,82.98,651.23,8.248509,20.52,104.4,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IBP,Consumer Cyclical,242.95,55.53,26.149541,30.39,349.0,3.63,5.91,,,,37.39,47.95,371400000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ICE,Financial Services,151.33,794.48,21.363989,17.36,183.13,9.47,31.86,,,,11.46,14.81,4662000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ICL,Basic Materials,5.47,39.06,23.146679,21.52,6.97,-10.61,-52.87,,,,3.78,22.2,1056000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KBH,Consumer Cyclical,55.8,32.09,13.367764,18.79,68.71,-3.33,-19.33,,,,10.99,25.64,335682000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KBR,Industrials,38.1,47.34,11.484043,27.05,52.23,5.86,29.75,,,,27.61,43.86,557000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LTM,Industrials,52.44,86.53,9.657459,25.53,70.42,15.07,2.92,,,,108.5,45.85,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LULU,Consumer Cyclical,120.87,126.91,9.747645,46.51,225.98,11.03,22.7,,,,31.83,21.27,1602477000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MC,Financial Services,66.27,48.29,23.090592,15.27,78.216,15.47,15.73,,,,41.0,15.35,576297000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MO,Consumer Defensive,64.38,1075.08,13.564979,16.45,77.06,-0.89,6.42,,,,-198.37,73.42,9290000000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MTDR,Energy,52.51,60.41,9.015877,21.44,66.84,4.58,-14.49,,,,13.42,29.78,2425015000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MUR,,35.26,47.48,17.41656,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MUSA,,546.93,91.6,16.704663,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NBIX,,156.49,156.48,22.935645,,,,,,,,nan,8.97,782700000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NBTB,,53.41,27.03,13.089589,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NCLH,,18.92,85.79,11.928043,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NDAQ,,95.66,474.47,27.896703,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NEE,,85.78,1786.46,19.278402,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NFG,,81.72,76.56,11.347366,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NGD,,9.08,69.18,28.828051,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NGG,,80.68,716.44,18.742135,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NHC,,221.64,28.39,24.90106,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DG,,119.6,248.77,16.914585,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
EGO,,39.69,97.24,14.180444,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
EHC,,124.83,121.65,20.334381,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FFBC,,34.08,34.41,12.04608,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FFIN,,34.95,47.88,18.603864,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GEV,,1039.9,2766.13,29.761232,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GFF,,104.88,44.3,26.892308,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
