二筛排名,代码,Yahoo代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
101,02338,2338.HK,Consumer Cyclical,41.7,C-暂缓,7.0,21.014817,29.36,9.79,30.62,否,利润增长显著快于营收,45.44,9.79,30.62,nan,17.06,1.83,21.48,4.72,11.73,3.07,10.75,0.42,5.47,1.15,0.65,2.0,-0.05,28681522296.05
102,01776,1776.HK,Financial Services,41.6,C-暂缓,8.0,7.473626,20.7,12.11,20.0,否,FCF/NI<70%,21.4,12.11,20.0,nan,,,nan,40.19,8.78,1.58,26.19,1.64,,,0.04,-2.08,-0.07,-27780960722.97
103,03899,3899.HK,Energy,40.9,C-暂缓,18.0,12.005816,44.02,10.33,2.47,否,经营现金流3Y为负；FCF/NI<70%,13.88,10.33,2.47,-12.04,-0.05,4.23,13.96,4.31,9.35,3.69,11.71,0.31,16.85,1.62,0.86,0.64,0.03,1742844000.0
104,03993,3993.HK,Basic Materials,40.5,C-暂缓,23.0,12.655377,33.76,6.13,49.66,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%,25.24,6.13,49.66,73.6,14.78,7.97,23.76,9.85,24.67,10.96,16.1,0.39,14.37,1.55,1.11,0.65,-0.32,32386655541.72
105,02788,2788.HK,Basic Materials,40.3,C-暂缓,23.0,6.822309,53.53,11.46,45.79,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%,33.96,11.46,45.79,38.12,43.93,11.42,24.76,14.62,28.38,11.7,44.41,1.31,6.24,0.71,0.8,0.48,1.23,4925305000.0
106,81810,81810.HK,,40.2,C-暂缓,0.0,19.463193,56.39,,,否,无,54.9,,,,,,nan,nan,nan,,,,,,,nan,,
107,01908,1908.HK,Real Estate,40.0,C-暂缓,14.0,8.940145,16.1,11.14,-9.55,否,应收增速>营收；股数膨胀>2%,19.19,11.14,-9.55,84.11,25.19,-5.1,13.89,2.67,8.67,0.94,21.92,1.92,22.23,1.65,0.35,5.92,7.11,21961699000.0
108,81299,81299.HK,,39.8,C-暂缓,0.0,14.698937,23.76,,,否,无,81.65,,,,,,nan,nan,nan,,,,,,,nan,,
109,02382,2382.HK,Technology,39.8,C-暂缓,18.0,11.860471,35.72,9.2,24.43,否,经营现金流3Y为负；FCF/NI<70%,91.4,9.2,24.43,-6.25,12.71,15.0,19.7,10.73,15.92,8.21,10.54,0.21,13.42,1.57,0.77,0.68,-0.21,6079499000.0
110,00288,0288.HK,Consumer Defensive,39.7,C-暂缓,8.0,8.518751,24.82,-0.13,4.58,否,应收增速>营收,10.84,-0.13,4.58,11.9,10.33,-3.37,17.79,5.59,14.01,7.51,18.82,0.37,18.31,1.9,1.34,1.22,0.0,2526000000.0
111,09987,9987.HK,Consumer Cyclical,39.5,C-暂缓,7.0,17.726475,16.22,7.23,28.09,否,利润增长显著快于营收,451.2,7.23,28.09,1.23,14.07,1.65,17.28,7.87,17.27,8.48,21.72,0.44,,1.05,1.08,0.9,-5.45,1466000000.0
112,06099,6099.HK,Financial Services,39.5,C-暂缓,8.0,8.65246,20.64,10.31,15.24,否,FCF/NI<70%,18.65,10.31,15.24,nan,,,nan,52.4,8.95,1.67,29.45,1.61,,,0.03,-2.6,0.0,-31368505124.65
113,02997,2997.HK,,39.4,C-暂缓,0.0,15.216776,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
114,81024,81024.HK,,39.1,C-暂缓,0.0,7.126607,66.01,,,否,无,84.8,,,,,,nan,nan,nan,,,,,,,nan,,
115,89988,89988.HK,,39.0,C-暂缓,0.0,19.717289,36.19,,,否,无,170.5,,,,,,nan,nan,nan,,,,,,,nan,,
116,01138,1138.HK,Energy,39.0,C-暂缓,21.0,13.719298,30.18,8.48,40.33,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,22.4,8.48,40.33,21.4,6.3,-8.53,25.77,17.03,8.7,4.64,38.48,0.76,4.85,1.22,0.27,0.43,4.63,7389147000.0
117,03931,3931.HK,Industrials,39.0,C-暂缓,16.0,19.11368,49.52,29.65,28.74,否,应收增速>营收；FCF/NI<70%,39.3,29.65,28.74,68.89,53.65,-15.38,16.69,3.32,4.02,1.09,39.25,1.59,3.66,0.79,0.33,-3.51,0.0,10160086000.0
118,82333,82333.HK,,38.8,C-暂缓,0.0,6.80831,59.1,,,否,无,17.63,,,,,,nan,nan,nan,,,,,,,nan,,
119,06655,6655.HK,Basic Materials,38.3,C-暂缓,8.0,8.330357,27.62,5.07,1.87,否,应收增速>营收,20.2,5.07,1.87,13.59,32.33,1.21,30.22,8.07,8.9,3.79,31.15,0.79,7.24,0.97,0.47,1.43,-0.28,6694037666.0
120,01299,1299.HK,Financial Services,38.1,C-暂缓,10.0,15.718488,21.05,nan,23.23,否,经营现金流3Y为负,92.15,nan,23.23,-10.94,-5.85,,nan,15.74,14.42,1.92,4.25,0.34,12.27,,0.12,1.08,-3.74,6970000000.0
121,00590,0590.HK,Consumer Cyclical,38.1,C-暂缓,18.0,7.528736,24.06,12.83,16.77,否,经营现金流3Y为负；FCF/NI<70%,34.5,12.83,16.77,-74.12,20.36,18.19,36.68,11.89,13.63,10.23,21.49,0.32,30.33,2.67,0.86,-0.04,0.0,23240000.0
122,02378,2378.HK,Financial Services,37.9,C-暂缓,8.0,8.970543,17.68,nan,nan,否,FCF/NI<70%,131.2,nan,nan,31.48,-8.33,,nan,14.52,19.77,2.02,2.49,0.26,28.0,,0.14,0.59,-2.72,2450000000.0
123,02921,2921.HK,,37.5,C-暂缓,0.0,17.466035,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
124,80291,80291.HK,,37.5,C-暂缓,0.0,20.801887,33.88,,,否,无,26.68,,,,,,nan,nan,nan,,,,,,,nan,,
125,01876,1876.HK,Consumer Defensive,37.4,C-暂缓,10.0,19.474503,30.44,-3.82,-18.79,否,经营现金流3Y为负,9.1,-3.82,-18.79,-15.51,-3.68,-11.09,50.09,8.48,4.77,3.31,1.88,0.03,44.23,0.99,0.39,1.32,-0.03,951000000.0
126,80016,80016.HK,,37.3,C-暂缓,0.0,15.558472,17.16,,,否,无,128.8,,,,,,nan,nan,nan,,,,,,,nan,,
127,00291,0291.HK,Consumer Defensive,36.9,C-暂缓,8.0,16.95176,30.14,2.51,-8.11,否,应收增速>营收,29.4,2.51,-8.11,1.35,14.69,7.67,43.07,8.87,10.45,4.89,4.96,0.11,92.5,0.82,0.55,1.58,0.0,7127000000.0
128,06936,6936.HK,Industrials,36.8,C-暂缓,10.0,13.300733,30.76,4.84,21.66,否,经营现金流3Y为负,47.14,4.84,21.66,-5.55,6.19,15.97,13.32,3.61,11.19,5.17,21.2,0.46,9.51,1.25,1.43,1.62,0.97,27555275000.0
129,00857,0857.HK,Energy,36.6,C-暂缓,0.0,9.94919,17.92,-4.01,1.88,否,无,12.22,-4.01,1.88,1.56,2.66,-3.54,21.59,5.49,9.92,5.64,12.51,0.22,13.87,1.1,1.03,0.76,0.0,412510000000.0
130,02460,2460.HK,Consumer Defensive,36.4,C-暂缓,16.0,16.460202,37.62,-4.48,-0.15,否,应收增速>营收；FCF/NI<70%,12.04,-4.48,-0.15,21.38,6.96,-12.11,45.68,8.96,9.18,5.78,0.28,0.0,655.51,2.13,0.65,0.02,0.71,1511086000.0
131,01836,1836.HK,Consumer Cyclical,36.2,C-暂缓,10.0,11.06136,18.54,-1.25,5.34,否,经营现金流3Y为负,17.37,-1.25,5.34,-6.74,-3.98,4.83,21.8,8.79,12.58,9.64,1.13,0.01,215.37,2.88,1.1,0.75,1.82,194736000.0
132,02688,2688.HK,Utilities,36.0,C-暂缓,8.0,7.722953,35.2,0.56,0.21,否,FCF/NI<70%,73.8,0.56,0.21,1.08,-5.39,-2.36,11.88,5.28,12.35,5.64,18.62,0.41,14.48,0.64,1.07,0.57,-0.56,10433000000.0
133,00868,0868.HK,Basic Materials,35.9,C-暂缓,16.0,11.898344,26.23,-2.87,-15.53,否,经营现金流3Y为负；股数膨胀>2%,12.35,-2.87,-15.53,-3.65,-21.36,-2.69,31.12,13.1,7.41,5.7,10.09,0.13,24.7,1.36,0.44,1.43,2.49,5321500000.0
134,89618,89618.HK,,35.8,C-暂缓,0.0,19.987567,25.06,,,否,无,131.5,,,,,,nan,nan,nan,,,,,,,nan,,
135,82318,82318.HK,,35.7,C-暂缓,0.0,6.32756,29.75,,,否,无,66.05,,,,,,nan,nan,nan,,,,,,,nan,,
136,80883,80883.HK,,35.1,C-暂缓,0.0,8.067099,22.38,,,否,无,27.26,,,,,,nan,nan,nan,,,,,,,nan,,
137,01818,1818.HK,Basic Materials,35.0,C-暂缓,25.0,19.252238,40.37,18.97,250.49,否,利润增长显著快于营收；经营现金流3Y为负；FCF/NI<70%,42.36,18.97,250.49,-2.53,0.96,14.32,39.15,12.56,6.85,2.89,37.43,0.95,5.97,0.96,0.23,0.36,1.33,2597165000.0
138,03808,3808.HK,Industrials,34.6,C-暂缓,25.0,13.008123,20.08,22.63,61.3,否,利润增长显著快于营收；应收增速>营收；经营现金流3Y为负,48.4,22.63,61.3,-11.24,46.19,18.09,15.08,6.41,15.6,4.96,3.58,0.12,87.31,1.06,0.77,0.94,0.0,7623014000.0
139,06030,6030.HK,Financial Services,34.3,C-暂缓,10.0,10.047767,20.43,4.88,12.16,否,经营现金流3Y为负,32.5,4.88,12.16,-1.91,,,nan,40.46,9.4,1.59,13.91,0.91,,,0.04,2.41,0.0,74104321265.96
140,01044,1044.HK,Consumer Defensive,34.2,C-暂缓,10.0,8.741259,24.23,0.66,9.61,否,经营现金流3Y为负,29.96,0.66,9.61,-5.25,-5.55,-0.6,33.84,10.99,11.65,6.11,36.5,0.72,12.05,1.15,0.56,0.86,-0.71,3241140000.0
141,00189,0189.HK,Basic Materials,33.0,C-暂缓,18.0,10.792254,48.06,-10.51,-24.77,否,应收增速>营收；经营现金流3Y为负,23.74,-10.51,-24.77,-9.99,4.31,-19.99,30.81,11.44,11.42,7.38,0.14,0.0,1840.28,3.27,0.65,1.24,-8.39,3706493000.0
142,00303,0303.HK,Technology,32.4,C-暂缓,18.0,12.544936,23.34,-3.29,-3.49,否,经营现金流3Y为负；FCF/NI<70%,67.9,-3.29,-3.49,-19.65,-2.4,-5.37,32.72,6.61,20.72,10.24,9.76,0.2,42.7,1.89,1.55,0.69,0.08,123900000.0
143,09988,9988.HK,Consumer Cyclical,31.6,C-暂缓,18.0,19.677278,32.22,5.62,12.49,否,经营现金流3Y为负；FCF/NI<70%,186.2,5.62,12.49,-27.47,3.88,-12.83,39.81,10.12,9.76,5.58,14.75,0.27,14.21,1.28,0.55,-0.49,-3.27,76213000000.0
144,00135,0135.HK,Energy,31.3,C-暂缓,10.0,9.834236,19.82,4.1,0.75,否,经营现金流3Y为负,8.83,4.1,0.75,-5.8,9.16,-1.38,10.06,2.76,7.89,3.72,14.86,0.32,18.94,1.73,1.35,1.22,-0.0,12430000000.0
145,00168,0168.HK,Consumer Defensive,31.2,C-暂缓,18.0,10.80574,22.86,0.31,7.33,否,经营现金流3Y为负；FCF/NI<70%,56.0,0.31,7.33,-2.0,2.02,-7.97,41.84,14.13,14.97,8.86,0.22,0.0,541.22,1.46,0.63,0.51,-0.0,4592509302.0
146,02518,2518.HK,Communication Services,30.4,C-暂缓,18.0,15.720404,26.48,-2.4,-6.79,否,经营现金流3Y为负；FCF/NI<70%,58.0,-2.4,-6.79,-29.75,-7.59,,72.35,24.41,6.83,5.38,0.15,0.0,,6.0,0.22,0.49,-2.05,889462000.0
147,02299,2299.HK,Consumer Cyclical,30.4,C-暂缓,8.0,7.682479,16.8,5.06,-0.65,否,FCF/NI<70%,6.37,5.06,-0.65,nan,-11.21,12.47,7.96,3.56,5.59,2.39,8.17,0.18,7.56,0.94,0.67,-2.87,-0.12,-1095469000.0
148,02600,2600.HK,Basic Materials,29.7,C-暂缓,15.0,8.104416,48.04,-6.07,44.6,否,利润增长显著快于营收；应收增速>营收,15.55,-6.07,44.6,7.03,8.0,-0.94,18.03,5.26,16.92,5.72,28.01,0.85,12.03,1.36,1.09,1.96,-0.01,34092341000.0
149,00512,0512.HK,Healthcare,28.5,C-暂缓,26.0,15.462754,44.53,8.71,-15.81,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,9.88,8.71,-15.81,-3.62,18.07,3.45,55.2,10.1,7.29,4.76,17.38,0.28,10.2,1.14,0.47,0.1,-0.45,1649523000.0
150,06886,6886.HK,Financial Services,28.3,C-暂缓,8.0,7.619573,24.48,1.74,14.02,否,FCF/NI<70%,21.94,1.74,14.02,nan,,,nan,50.49,7.92,1.73,28.16,1.47,,,0.03,-0.84,-0.18,-12601571386.35
151,00867,0867.HK,Healthcare,27.8,C-暂缓,18.0,16.049358,24.12,-3.54,-22.98,否,经营现金流3Y为负；FCF/NI<70%,15.63,-3.54,-22.98,-40.24,3.26,18.99,71.5,18.13,8.56,7.99,3.59,0.04,104.61,6.33,0.44,0.16,-0.17,758421000.0
152,00363,0363.HK,Industrials,27.6,C-暂缓,8.0,7.357374,15.57,-12.74,-4.43,否,应收增速>营收,16.19,-12.74,-4.43,155.6,18.47,-10.73,29.77,9.7,4.03,1.21,33.88,1.11,2.74,2.01,0.12,3.07,0.0,8787009000.0
153,00762,0762.HK,Communication Services,26.6,C-暂缓,18.0,9.457983,46.68,3.39,7.52,否,应收增速>营收；经营现金流3Y为负,10.68,3.39,7.52,-3.56,31.05,8.91,68.84,5.31,5.65,3.1,5.09,0.09,20.41,0.63,0.58,1.08,0.0,90175000000.0
154,00392,0392.HK,Industrials,25.3,C-暂缓,8.0,6.584956,16.32,3.19,-8.09,否,FCF/NI<70%,36.88,3.19,-8.09,12.94,-0.4,13.85,13.67,5.8,5.68,2.38,37.06,0.89,4.42,0.89,0.41,0.33,-0.06,7407674000.0
155,09899,9899.HK,Communication Services,24.6,C-暂缓,26.0,7.502884,62.21,-4.8,nan,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,298.0,-4.8,nan,-4.24,24.3,nan,35.69,35.42,21.35,18.29,0.04,0.0,10659.44,4.04,0.52,0.58,0.0,1618081000.0
156,02588,2588.HK,Industrials,24.3,C-暂缓,15.0,8.795113,15.23,4.01,239.83,否,利润增长显著快于营收；FCF/NI<70%,91.95,4.01,239.83,13.52,-43.63,,32.37,32.96,11.51,3.06,65.17,2.51,1.77,0.39,0.09,-1.65,0.0,2938049000.0
157,09618,9618.HK,Consumer Cyclical,23.9,C-暂缓,18.0,18.068487,20.38,7.76,23.67,否,经营现金流3Y为负；FCF/NI<70%,143.8,7.76,23.67,-31.0,9.93,6.98,16.04,1.5,8.72,2.82,15.41,0.48,10.03,1.22,1.88,0.24,-4.38,18991000000.0
158,00384,0384.HK,Utilities,23.8,C-暂缓,10.0,11.8,33.33,-7.16,-14.12,否,经营现金流3Y为负,8.85,-7.16,-14.12,-11.22,-1.5,-9.58,14.78,3.69,4.76,1.78,42.18,1.16,3.81,0.91,0.48,0.93,0.05,7017584000.0
159,00788,0788.HK,Communication Services,23.2,C-暂缓,18.0,10.321704,28.4,2.9,9.79,否,应收增速>营收；经营现金流3Y为负,12.85,2.9,9.79,-4.85,30.89,,93.9,11.58,5.7,3.47,26.88,0.44,7.28,1.29,0.3,2.2,-0.23,56116000000.0
160,01099,1099.HK,Healthcare,22.9,C-暂缓,10.0,6.26765,25.78,1.37,-5.67,否,经营现金流3Y为负,22.34,1.37,-5.67,-12.3,7.75,1.3,7.25,1.24,8.52,1.83,18.18,0.85,7.43,1.41,1.47,1.75,0.0,14138206000.0
161,02689,2689.HK,Basic Materials,22.9,C-暂缓,8.0,8.118033,33.95,-3.99,-52.13,否,FCF/NI<70%,9.97,-3.99,-52.13,nan,-2.04,-8.59,9.6,1.26,1.56,0.58,49.88,1.44,1.82,1.16,0.46,-18.13,0.0,-794199000.0
162,03360,3360.HK,Financial Services,22.5,C-暂缓,8.0,7.308175,16.74,4.69,-12.91,否,FCF/NI<70%,8.54,4.69,-12.91,nan,11.5,-5.17,41.86,10.32,7.95,1.09,73.78,5.43,6.37,1.12,0.11,0.4,-0.8,9965983000.0
163,00551,0551.HK,Consumer Cyclical,20.7,C-暂缓,18.0,9.996569,27.91,-3.62,8.74,否,经营现金流3Y为负；FCF/NI<70%,19.1,-3.62,8.74,-13.32,-0.56,-5.31,22.76,4.74,8.25,5.11,12.95,0.21,9.8,2.12,1.08,0.69,-0.16,591240000.0
164,00902,0902.HK,Utilities,20.0,C-暂缓,8.0,6.234141,29.16,-2.41,nan,否,FCF/NI<70%,7.63,-2.41,nan,27.38,5.08,-4.67,18.45,6.28,10.11,2.4,50.49,2.17,4.34,0.52,0.38,0.62,0.0,67212899994.0
165,00358,0358.HK,Basic Materials,19.6,C-暂缓,16.0,13.400014,32.73,4.3,5.96,否,应收增速>营收；FCF/NI<70%,53.75,4.3,5.96,nan,14.08,21.45,4.4,1.31,8.77,3.46,34.46,0.93,5.08,1.26,2.65,-1.61,0.0,-6914101315.0
166,01929,1929.HK,Consumer Cyclical,19.2,C-暂缓,26.0,14.823097,21.0,-0.1,18.7,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,16.95,-0.1,18.7,-49.23,13.01,2.43,32.31,9.54,29.07,11.09,31.06,0.86,15.78,1.68,1.16,0.08,-0.45,1317000000.0
167,00636,0636.HK,Industrials,16.4,C-暂缓,18.0,7.948718,35.01,-11.88,-26.59,否,应收增速>营收；经营现金流3Y为负,9.54,-11.88,-26.59,-18.46,1.65,-10.29,10.46,2.51,7.99,3.27,26.33,0.65,5.65,1.41,1.3,1.61,0.0,2919112000.0
168,00659,0659.HK,Industrials,16.1,C-暂缓,18.0,15.087049,18.08,-7.89,8.24,否,应收增速>营收；经营现金流3Y为负,9.57,-7.89,8.24,-26.63,37.57,-67.1,14.9,9.62,5.87,1.64,19.75,0.71,3.96,0.4,0.17,0.77,0.83,2448700000.0
169,00916,0916.HK,Utilities,14.6,C-暂缓,18.0,8.919795,37.41,-8.79,-3.97,否,经营现金流3Y为负；FCF/NI<70%,8.66,-8.79,-3.97,-9.65,-1.03,-18.9,34.79,14.96,6.03,1.73,49.68,1.76,3.18,0.63,0.12,-0.46,-0.09,21832566099.33
170,00148,0148.HK,Industrials,13.9,C-暂缓,26.0,11.463108,70.01,-2.78,6.39,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,151.8,-2.78,6.39,-23.5,8.75,-9.51,17.47,9.7,6.81,4.37,21.95,0.35,8.1,1.85,0.45,0.19,-0.01,4738794000.0
171,00836,0836.HK,Utilities,13.5,C-暂缓,21.0,6.383738,19.22,-0.42,25.6,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,22.16,-0.42,25.6,22.71,6.22,3.98,51.79,14.5,12.1,3.83,53.31,1.79,6.2,0.52,0.26,-0.17,2.48,44650887000.0
172,00763,0763.HK,Technology,13.2,C-暂缓,18.0,22.143597,48.77,2.88,-11.41,否,经营现金流3Y为负；FCF/NI<70%,46.46,2.88,-11.41,-19.73,6.87,1.3,30.25,4.2,7.45,2.64,30.31,0.87,2.68,1.76,0.63,0.0,0.33,3918746000.0
173,01898,1898.HK,Energy,8.5,C-暂缓,26.0,9.128664,26.44,-12.44,-7.4,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,15.24,-12.44,-7.4,-11.94,-4.17,-9.22,20.15,9.79,9.04,3.98,19.33,0.45,11.61,1.07,0.41,0.55,0.0,29791934000.0
174,00576,0576.HK,Industrials,6.3,C-暂缓,32.0,6.341936,22.24,8.82,0.93,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,8.16,8.82,0.93,-18.66,34.75,43.34,34.3,26.95,10.57,2.09,36.38,2.12,7.33,1.32,0.08,0.47,8.73,4203482000.0
175,01772,1772.HK,Basic Materials,4.1,C-暂缓,26.0,17.429837,59.01,-17.97,-57.15,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,91.2,-17.97,-57.15,-38.22,-4.99,8.74,15.72,6.99,3.57,1.51,29.88,0.75,1.81,0.92,0.22,-2.78,1.3,2944844627.19
176,01171,1171.HK,Energy,3.5,C-暂缓,26.0,11.262536,28.01,-13.63,-35.66,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,17.42,-13.63,-35.66,-30.85,2.26,-7.88,29.34,6.22,8.97,2.08,29.48,1.33,5.5,0.84,0.34,0.11,1.32,19484794000.0
177,01866,1866.HK,Basic Materials,1.6,C-暂缓,26.0,11.262772,27.58,3.19,-11.09,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,12.98,3.19,-11.09,-8.32,15.15,4.84,15.02,3.68,9.56,2.62,43.07,1.71,4.3,0.62,0.71,-2.84,1.36,3376765000.0
