代码,TS代码,板块,简称,最新价,流通市值_亿,总市值_亿,PE_TTM,扣非PE,PB,PS_TTM,股息率_%,52周高点,距52周高点跌幅_%,已在Watchlist
000027,000027.SZ,深,深圳能源,6.15,292.58,292.58,14.6209,16.1387,0.8949,0.6711,2.6,8.48,27.48,否
000028,000028.SZ,深,国药一致,19.47,102.38,119.2,10.8819,11.2631,0.6424,0.1634,2.88,27.43,29.02,否
000049,000049.SZ,深,德赛电池,23.73,91.25,91.27,22.8186,27.5836,1.3362,0.3908,0.97,31.5,24.67,否
000060,000060.SZ,深,中金岭南,6.68,296.67,296.67,28.7377,29.1295,1.5036,0.4672,0.82,9.22,27.55,否
000061,000061.SZ,深,农产品,5.69,102.1,112.94,26.0818,50.4824,1.325,1.8013,1.05,10.86,47.61,否
000065,000065.SZ,深,北方国际,9.07,96.6,105.34,16.0362,15.7848,0.9547,0.8595,1.51,16.37,44.59,否
000100,000100.SZ,深,TCL科技,5.03,1011.78,1046.28,20.6748,33.8159,1.7204,0.5578,1.79,6.26,19.65,否
000156,000156.SZ,深,华数传媒,6.65,113.04,123.22,27.4746,41.9111,0.8117,1.3579,2.41,10.01,33.57,否
000157,000157.SZ,深,中联重科,6.96,492.05,601.94,13.8937,19.4327,1.0637,1.137,5.75,10.16,31.5,否
000338,000338.SZ,深,潍柴动力,29.16,1445.28,2519.49,22.2857,24.7861,2.7346,1.0635,2.51,36.34,19.76,否
000400,000400.SZ,深,许继电气,21.67,219.96,220.74,23.2556,24.3331,1.7855,1.4647,1.78,34.65,37.46,否
000403,000403.SZ,深,派林生物,10.63,100.0,101.03,28.6078,31.4463,1.2456,3.8844,0.0,19.13,44.43,否
000408,000408.SZ,深,藏格矿业,78.19,1226.72,1226.73,21.5586,20.6921,7.1336,30.9509,3.19,97.28,19.62,否
000411,000411.SZ,深,英特集团,9.67,54.51,54.62,11.3654,11.4446,1.0494,0.1614,3.66,14.36,32.66,否
000422,000422.SZ,深,湖北宜化,12.25,130.74,133.23,18.2746,31.4539,2.1743,0.4927,2.45,20.2,39.36,否
000423,000423.SZ,深,东阿阿胶,48.35,308.81,309.36,17.3659,18.5199,3.0453,4.5461,5.76,58.36,17.15,否
000425,000425.SZ,深,徐工机械,8.01,721.2,938.07,14.1999,14.2858,1.5548,0.9037,2.48,12.9,37.91,否
000426,000426.SZ,深,兴业银锡,40.88,725.7,725.88,27.2114,32.384,6.7053,11.1061,0.27,74.8,45.35,否
000513,000513.SZ,深,丽珠集团,29.26,166.24,259.8,15.5165,15.8328,2.1478,2.4172,4.89,43.46,32.67,否
000528,000528.SZ,深,柳工,8.05,163.78,164.0,10.526,12.0212,0.8922,0.4816,3.93,12.97,37.93,否
000531,000531.SZ,深,穗恒运A,5.6,50.95,58.32,14.632,28.5497,0.8455,1.4656,1.42,8.56,34.58,否
000537,000537.SZ,深,绿发电力,7.6,156.23,156.23,24.5865,21.9261,0.7949,3.0972,2.17,13.76,44.77,否
000538,000538.SZ,深,云南白药,49.33,874.59,880.18,16.7456,17.8089,2.2412,2.0982,5.27,60.69,18.72,否
000543,000543.SZ,深,皖能电力,7.39,167.52,167.52,7.7925,8.0087,1.0032,0.6231,5.13,10.09,26.76,否
000544,000544.SZ,深,中原环保,7.23,70.47,70.47,6.6246,7.0141,0.7706,1.266,3.73,9.56,24.37,否
000550,000550.SZ,深,江铃汽车,16.13,83.63,139.24,11.3947,16.464,1.204,0.346,3.41,22.5,28.31,否
000551,000551.SZ,深,创元科技,12.52,60.64,60.69,19.3611,21.2986,1.9815,1.3794,0.48,21.98,43.04,否
000567,000567.SZ,深,海德股份,5.93,115.55,115.91,16.3778,16.5727,1.9242,11.2552,0.0,8.39,29.32,否
000581,000581.SZ,深,威孚高科,17.29,137.27,167.16,15.3625,23.7995,0.8536,1.3717,4.63,26.0,33.5,否
000582,000582.SZ,深,北部湾港,10.91,235.31,274.61,25.7848,30.1501,1.3362,3.5927,1.45,15.46,29.43,否
000596,000596.SZ,深,古井贡酒,90.65,370.4,479.18,16.9551,17.2616,1.9697,2.797,4.85,177.01,48.79,否
000597,000597.SZ,深,东北制药,5.01,70.6,71.49,28.5522,35.9392,1.3052,1.0021,1.1,6.45,22.33,否
000600,000600.SZ,深,建投能源,7.95,86.66,143.36,7.0474,7.2342,1.1865,0.6379,4.03,13.07,39.17,否
000603,000603.SZ,深,盛达资源,36.61,244.08,252.6,29.6331,29.6582,6.7253,9.3317,0.33,73.59,50.25,否
000612,000612.SZ,深,焦作万方,11.13,132.58,132.69,9.3414,9.3001,1.813,1.9603,2.92,15.6,28.65,否
000617,000617.SZ,深,中油资本,6.98,882.42,882.42,19.1655,19.1417,0.8338,2.7378,1.46,13.69,49.01,否
000623,000623.SZ,深,吉林敖东,17.97,214.02,214.9,7.8306,8.3258,0.6901,9.6513,2.73,22.08,18.61,否
000625,000625.SZ,深,长安汽车,7.07,584.49,700.84,22.8061,31.0925,0.9216,0.4312,2.36,13.84,48.92,否
000650,000650.SZ,深,仁和药业,5.37,71.5,75.18,20.3579,26.5514,1.2036,2.0428,2.79,7.02,23.5,否
000672,000672.SZ,深,上峰材料,13.99,135.62,135.62,23.0011,32.3539,1.5715,3.0391,3.37,24.6,43.13,否
000680,000680.SZ,深,山推股份,10.19,133.95,152.86,11.5477,11.6769,2.2918,0.9618,1.94,13.75,25.89,否
000682,000682.SZ,深,东方电子,11.52,154.44,154.45,15.2551,20.5114,2.4706,1.7388,0.76,15.48,25.58,否
000683,000683.SZ,深,博源化工,6.05,201.98,224.87,21.7615,17.3293,1.8229,1.8448,4.96,10.0,39.5,否
000685,000685.SZ,深,中山公用,10.98,136.87,161.16,7.4676,7.8073,0.863,3.4726,3.51,14.79,25.76,否
000686,000686.SZ,深,东北证券,7.81,182.79,182.79,10.2398,10.4142,0.9102,3.2237,3.2,11.09,29.58,否
000700,000700.SZ,深,模塑科技,10.92,100.25,100.25,20.1631,22.5121,2.5286,1.4502,2.99,18.66,41.48,否
000719,000719.SZ,深,中原传媒,12.05,80.39,123.3,8.9551,9.1751,1.0537,1.3241,5.48,14.59,17.41,否
000728,000728.SZ,深,国元证券,7.04,307.21,307.21,13.1983,13.0841,0.7992,5.0715,2.56,10.13,30.5,否
000729,000729.SZ,深,燕京啤酒,11.41,286.35,321.6,16.2804,17.233,1.971,2.0346,3.51,14.56,21.63,否
000733,000733.SZ,深,振华科技,39.85,220.81,220.84,22.4699,24.3614,1.4202,3.8855,0.95,62.3,36.04,否
000737,000737.SZ,深,北方铜业,14.7,279.97,279.99,27.0645,27.2793,3.9057,0.8997,0.95,21.5,31.63,否
000739,000739.SZ,深,普洛药业,20.72,239.93,240.03,28.2386,32.2684,3.6545,2.6197,1.77,24.85,16.62,否
000758,000758.SZ,深,中色股份,6.07,120.35,120.78,24.7619,36.4918,1.9721,1.1199,0.91,9.53,36.31,否
000776,000776.SZ,深,广发证券,20.56,1213.87,1608.79,10.2786,9.9093,1.2019,4.0286,2.9,25.43,19.15,否
000783,000783.SZ,深,长江证券,8.6,475.59,475.59,11.3151,11.1136,1.3521,4.1716,3.49,10.73,19.85,否
000786,000786.SZ,深,北新建材,16.98,286.88,289.04,12.2876,13.1041,1.0567,1.1868,4.03,29.82,43.06,否
000791,000791.SZ,深,甘肃能源,7.2,139.37,233.56,11.3031,11.3816,1.54,2.5102,3.19,10.91,34.01,否
000792,000792.SZ,深,盐湖股份,28.81,1524.49,1524.5,14.7185,15.0187,3.4109,8.1029,0.0,41.6,30.75,否
000807,000807.SZ,深,云铝股份,25.88,897.5,897.51,10.3397,10.4561,2.6137,1.4472,2.7,38.23,32.3,否
000828,000828.SZ,深,东莞控股,9.49,98.65,98.65,11.7228,11.6181,0.951,6.6352,5.01,12.59,24.62,否
000830,000830.SZ,深,鲁西化工,11.91,226.79,226.8,24.3416,31.6449,1.1932,0.783,1.68,21.8,45.37,否
000858,000858.SZ,深,五粮液,71.19,2763.25,2763.32,21.9299,22.2233,2.342,5.9708,7.24,131.85,46.01,否
000878,000878.SZ,深,云南铜业,16.58,332.2,402.1,28.3724,37.1881,2.2501,0.2065,1.39,29.47,43.74,否
000885,000885.SZ,深,城发环境,12.3,78.98,78.98,6.4854,8.5018,0.8054,1.1935,3.14,15.98,23.03,否
000887,000887.SZ,深,中鼎股份,22.41,294.55,295.03,19.5528,27.4351,2.0408,1.5266,0.89,26.68,16.0,否
000888,000888.SZ,深,峨眉山A,9.77,51.48,51.48,23.3639,23.1932,1.9457,5.5475,2.35,15.5,36.97,否
000893,000893.SZ,深,亚钾国际,47.37,384.55,437.72,24.042,21.8703,3.1733,7.816,0.23,71.58,33.82,否
000895,000895.SZ,深,双汇发展,24.9,862.59,862.7,16.4038,16.7382,4.3383,1.4435,5.82,29.61,15.91,否
000899,000899.SZ,深,赣能股份,9.96,97.18,97.18,11.8627,11.9687,1.759,1.1498,5.69,16.15,38.33,否
000902,000902.SZ,深,新洋丰,13.62,155.65,170.89,10.5365,10.8308,1.3647,0.8574,2.2,19.45,29.97,否
000913,000913.SZ,深,钱江摩托,11.24,58.46,59.17,6.9486,32.4443,1.1803,1.1595,9.79,19.4,42.06,否
000915,000915.SZ,深,华特达因,23.7,55.49,55.54,13.1907,14.2376,2.1232,2.9134,8.44,36.7,35.42,否
000920,000920.SZ,深,沃顿科技,11.5,54.35,54.35,23.7563,24.1826,2.686,2.6816,1.99,16.6,30.72,否
000921,000921.SZ,深,海信家电,25.0,230.94,346.22,12.5077,17.6666,1.9832,0.4056,5.06,31.8,21.38,否
000923,000923.SZ,深,河钢资源,15.19,95.38,99.15,21.3678,21.4241,1.0273,1.7993,3.95,26.98,43.7,否
000933,000933.SZ,深,神火股份,25.78,579.42,579.79,8.4244,8.4635,2.0947,1.2714,3.08,39.48,34.7,否
000950,000950.SZ,深,重药控股,5.48,93.86,93.86,21.7164,23.3481,0.8017,0.1141,1.09,7.41,26.05,否
000951,000951.SZ,深,中国重汽,21.17,247.48,247.48,13.6719,14.5409,1.5439,0.3838,3.91,26.85,21.15,否
000957,000957.SZ,深,中通客车,10.27,60.89,60.89,15.9137,17.3307,1.9037,0.8209,0.96,12.98,20.88,否
000958,000958.SZ,深,电投产融,5.25,282.63,961.62,23.193,59.7586,1.9106,7.0187,0.62,7.5,30.0,否
000960,000960.SZ,深,锡业股份,37.1,610.46,610.46,25.3518,19.9441,2.8436,1.1302,0.97,48.8,23.98,否
000963,000963.SZ,深,华东医药,28.1,492.6,492.8,14.0727,14.4778,1.9939,1.1185,3.31,47.36,40.67,否
000968,000968.SZ,深,蓝焰控股,7.17,69.37,69.37,23.2826,27.117,1.0931,3.4226,0.7,12.18,41.13,否
000975,000975.SZ,深,山金国际,28.58,721.13,792.39,20.8941,20.7524,4.9772,4.5248,1.68,42.29,32.42,否
000987,000987.SZ,深,越秀资本,7.43,372.49,372.77,8.9616,16.7798,1.1419,5.6147,2.95,12.24,39.3,否
000989,000989.SZ,深,九芝堂,9.04,66.38,77.38,23.5182,27.0276,2.1038,2.9795,3.28,12.93,30.09,否
000997,000997.SZ,深,新大陆,18.42,185.57,186.61,19.023,18.6744,2.5605,1.9851,1.34,31.6,41.71,否
001286,001286.SZ,深,陕西能源,9.51,128.38,356.62,11.794,11.8196,1.3435,1.4981,4.31,13.79,31.04,否
001287,001287.SZ,深,中电港,22.97,174.55,174.55,28.3187,26.1152,3.0018,0.1654,0.51,32.64,29.63,否
001301,001301.SZ,深,尚太科技,63.2,164.38,230.44,26.6009,25.9079,3.2029,2.5421,0.9,109.7,42.39,否
001308,001308.SZ,深,康冠科技,17.9,87.22,126.03,28.2508,30.9685,1.6485,0.8503,5.36,26.26,31.84,否
001309,001309.SZ,深,德明利,415.12,685.07,941.67,22.9474,23.0972,14.4149,5.5148,0.1,980.0,57.64,否
001323,001323.SZ,深,慕思股份,18.4,57.27,80.05,15.8254,22.6609,1.9191,1.5126,7.84,33.45,44.99,否
001696,001696.SZ,深,宗申动力,15.3,136.38,175.19,28.6806,31.6855,3.2875,1.4335,1.31,28.0,45.36,否
001914,001914.SZ,深,招商积余,8.67,91.36,91.36,13.668,14.7009,0.8551,0.4666,3.0,13.59,36.2,否
001965,001965.SZ,深,招商公路,9.17,623.11,623.11,13.458,13.6937,0.9222,4.4147,4.07,11.74,21.89,否
002001,002001.SZ,深,新和成,27.82,844.85,855.03,11.9224,12.2526,2.4513,3.5215,3.59,40.19,30.78,否
002007,002007.SZ,深,华兰生物,13.17,207.24,240.44,28.0363,27.8336,2.2248,5.3557,7.6,18.39,28.38,否
002011,002011.SZ,深,盾安环境,9.88,104.88,106.16,10.0482,10.8447,1.5804,0.8122,1.01,15.55,36.46,否
002014,002014.SZ,深,永新股份,10.86,66.3,66.52,15.1546,16.2491,2.6658,1.6992,4.97,12.88,15.68,否
002020,002020.SZ,深,京新药业,13.18,95.42,113.48,14.9342,15.7453,1.9544,2.8116,2.53,22.62,41.73,否
002029,002029.SZ,深,七匹狼,8.75,58.22,61.69,26.4797,48.7404,0.9173,2.026,1.09,14.85,41.08,否
002034,002034.SZ,深,旺能环境,13.66,70.29,70.58,9.78,9.6577,0.9683,2.2019,1.2,23.8,42.61,否
002039,002039.SZ,深,黔源电力,19.06,81.49,81.49,11.5454,11.5961,1.8043,2.3188,2.57,23.29,18.16,否
002043,002043.SZ,深,兔宝宝,13.15,106.0,109.11,16.0049,25.7458,3.3165,1.1467,3.25,18.18,27.67,否
002056,002056.SZ,深,横店东磁,21.53,349.87,350.23,19.6812,23.3272,3.3019,1.5232,3.79,33.73,36.17,否
002064,002064.SZ,深,华峰化学,11.7,579.38,580.62,20.3224,20.4013,2.0176,2.2137,0.85,13.98,16.31,否
002073,002073.SZ,深,软控股份,5.94,60.23,60.85,15.4868,18.7217,0.9423,0.689,0.67,9.32,36.27,否
002074,002074.SZ,深,国轩高科,26.86,466.49,487.44,21.1585,106.4212,1.6955,1.0214,0.37,49.83,46.1,否
002078,002078.SZ,深,太阳纸业,13.67,379.56,390.17,11.9284,12.2125,1.256,0.9909,2.15,17.68,22.68,否
002083,002083.SZ,深,孚日股份,10.53,99.65,99.68,17.0187,16.8689,2.0613,1.7991,2.73,14.75,28.61,否
002085,002085.SZ,深,万丰奥威,10.23,217.21,217.21,22.7401,25.5437,2.884,1.368,1.47,19.64,47.91,否
002091,002091.SZ,深,江苏国泰,7.7,123.38,125.34,10.2898,14.0708,0.8254,0.3084,6.1,11.1,30.63,否
002096,002096.SZ,深,易普力,9.22,114.37,114.37,15.562,17.2761,1.4649,1.1832,2.78,15.26,39.58,否
002101,002101.SZ,深,广东鸿图,8.55,56.62,56.67,18.2745,19.8828,0.7269,0.6255,2.95,14.86,42.46,否
002120,002120.SZ,深,韵达股份,6.6,185.8,191.35,14.3079,14.8132,0.9243,0.369,3.02,9.06,27.15,否
002125,002125.SZ,深,湘潭电化,12.7,79.95,79.95,24.6431,25.1765,2.3556,4.0651,0.91,20.86,39.12,否
002128,002128.SZ,深,电投能源,27.12,607.91,847.9,14.4665,14.9158,1.6448,2.736,3.44,35.08,22.69,否
002130,002130.SZ,深,沃尔核材,16.29,186.44,228.04,20.2746,21.2421,2.5566,2.6141,1.01,34.97,53.42,否
002140,002140.SZ,深,东华科技,9.09,64.26,64.36,11.6059,14.7171,1.3485,0.6505,2.2,15.52,41.43,否
002152,002152.SZ,深,广电运通,9.59,238.04,238.16,28.1342,30.4186,1.9494,1.9654,3.86,15.08,36.41,否
002158,002158.SZ,深,汉钟精机,26.35,140.59,140.9,29.8123,32.82,3.3386,4.6827,1.71,40.79,35.4,否
002164,002164.SZ,深,宁波东力,11.12,53.35,59.18,27.073,89.6417,3.8404,3.9092,0.0,18.58,40.15,否
002170,002170.SZ,深,芭田股份,11.23,88.59,108.98,10.7431,10.7906,3.1172,2.0669,6.5,15.15,25.87,否
002192,002192.SZ,深,融捷股份,72.51,187.89,188.28,15.7559,15.8971,4.1403,9.134,0.3,115.0,36.95,否
002202,002202.SZ,深,金风科技,19.19,645.46,810.55,26.0349,27.2274,2.0826,1.0255,1.04,37.03,48.18,否
002204,002204.SZ,深,大连重工,5.16,99.66,99.66,16.2816,23.3243,1.2677,0.6206,1.82,8.28,37.68,否
002206,002206.SZ,深,海利得,5.21,55.07,60.54,12.1616,11.9237,1.555,1.0638,3.82,7.57,31.18,否
002215,002215.SZ,深,诺普信,9.2,74.34,92.39,12.0473,14.122,2.0151,1.5226,3.26,13.75,33.09,否
002216,002216.SZ,深,三全食品,12.34,77.8,108.49,17.9171,26.8007,2.4808,1.6012,4.64,15.06,18.06,否
002223,002223.SZ,深,鱼跃医疗,25.47,240.0,255.33,22.7587,25.128,2.0057,3.2463,4.71,46.31,45.0,否
002226,002226.SZ,深,江南化工,5.0,132.45,132.45,17.7542,21.0104,1.399,1.3048,1.76,7.2,30.56,否
002233,002233.SZ,深,塔牌集团,7.05,82.74,82.78,19.7987,29.024,0.7065,2.1828,8.64,10.33,31.75,否
002236,002236.SZ,深,大华股份,16.11,385.21,526.68,13.9876,18.3008,1.3471,1.537,5.32,21.96,26.64,否
002237,002237.SZ,深,恒邦股份,15.45,184.22,220.93,22.0673,30.1678,1.6086,0.168,0.87,23.56,34.42,否
002241,002241.SZ,深,歌尔股份,23.4,736.08,831.22,20.8361,53.2144,2.1871,0.8392,1.47,40.68,42.48,否
002244,002244.SZ,深,滨江集团,9.16,252.59,285.01,14.6068,14.9567,0.9478,0.3911,0.74,12.8,28.44,否
002246,002246.SZ,深,北化股份,20.15,110.63,110.63,28.9922,31.5901,3.3901,3.7427,0.3,27.8,27.52,否
002249,002249.SZ,深,大洋电机,7.07,131.77,174.42,15.8958,18.1356,1.8046,1.4417,4.16,13.45,47.43,否
002258,002258.SZ,深,利尔化学,14.59,116.6,116.78,26.4946,26.671,1.4884,1.2647,2.74,18.05,19.17,否
002262,002262.SZ,深,恩华药业,21.95,193.99,222.97,20.3153,20.1899,2.657,3.6436,1.82,29.3,25.09,否
002267,002267.SZ,深,陕天然气,6.97,77.51,77.51,15.6191,15.8765,1.1404,0.9447,2.87,9.57,27.17,否
002275,002275.SZ,深,桂林三金,13.23,73.7,77.74,19.1009,20.0684,2.5174,3.8559,3.78,17.38,23.88,否
002283,002283.SZ,深,天润工业,8.83,88.55,100.61,24.257,26.5972,1.6774,2.3208,3.01,13.24,33.31,否
002284,002284.SZ,深,亚太股份,9.33,68.31,68.96,12.3641,13.6189,1.9411,1.1962,1.07,18.66,50.0,否
002287,002287.SZ,深,奇正藏药,19.86,113.39,113.62,17.1811,23.162,2.3353,5.1206,3.19,38.16,47.96,否
002299,002299.SZ,深,圣农发展,16.0,194.98,198.84,20.4508,20.0238,1.7317,0.9031,3.11,19.99,19.96,否
002311,002311.SZ,深,海大集团,45.79,757.55,758.11,19.5134,21.2443,3.2095,0.575,2.83,68.48,33.13,否
002315,002315.SZ,深,焦点科技,25.87,68.02,106.69,21.7938,22.2815,4.0184,5.3604,3.87,63.47,59.24,否
002332,002332.SZ,深,仙琚制药,8.44,83.1,83.49,20.8961,28.3336,1.4196,2.2754,3.55,11.79,28.41,否
002340,002340.SZ,深,格林美,6.52,330.95,332.67,20.9032,23.8283,1.5592,0.8846,1.45,10.18,35.95,否
002345,002345.SZ,深,潮宏基,9.97,86.46,88.58,15.4957,14.9264,2.3865,0.9262,4.51,17.68,43.61,否
002346,002346.SZ,深,柘中股份,23.07,101.87,101.87,17.0012,83.3043,3.3878,11.4371,2.06,27.48,16.05,否
002349,002349.SZ,深,精华制药,6.92,56.34,57.51,25.7983,27.1807,2.0917,3.8961,1.3,8.45,18.11,否
002351,002351.SZ,深,漫步者,9.87,52.06,87.75,19.8507,21.8731,2.9277,3.2354,2.01,14.99,34.16,否
002372,002372.SZ,深,伟星新材,8.28,121.72,131.82,15.3322,20.8696,2.7941,2.5345,4.17,12.72,34.91,否
002379,002379.SZ,深,宏桥控股,18.23,207.16,2375.57,7.0645,15.536,4.3484,0.9825,1.37,33.44,45.48,否
002392,002392.SZ,深,北京利尔,7.53,87.16,89.64,22.1394,38.9852,1.5158,1.2492,0.46,11.33,33.54,否
002423,002423.SZ,深,中粮资本,8.97,206.68,206.68,20.4404,20.506,0.879,2.1241,1.65,15.3,41.37,否
002430,002430.SZ,深,杭氧股份,23.18,226.69,226.78,22.9565,24.1562,2.3197,1.4618,1.73,34.73,33.26,否
002432,002432.SZ,深,九安医疗,70.7,302.67,329.39,14.3586,13.6849,1.5741,28.3936,2.1,94.94,25.53,否
002438,002438.SZ,深,江苏神通,13.85,64.94,70.29,24.6163,25.268,1.8647,3.397,1.44,20.27,31.67,否
002440,002440.SZ,深,闰土股份,12.3,116.4,138.25,17.1679,29.8555,1.3961,2.2539,1.6,16.45,25.23,否
002444,002444.SZ,深,巨星科技,29.41,337.25,351.3,13.699,14.8306,1.8841,2.3764,2.21,39.18,24.94,否
002448,002448.SZ,深,中原内配,12.76,74.07,75.08,15.1178,18.1507,1.9672,1.8033,1.57,17.97,28.99,否
002452,002452.SZ,深,长高电气,11.22,57.81,69.6,19.027,26.019,2.5607,4.2917,1.07,13.86,19.05,否
002458,002458.SZ,深,益生股份,8.89,85.91,127.23,27.2534,26.9113,2.8738,3.8232,1.66,12.11,26.59,否
002460,002460.SZ,深,赣锋锂业,54.12,655.51,1134.73,29.8136,88.9566,2.4591,3.9807,0.28,91.67,40.96,否
002461,002461.SZ,深,珠江啤酒,8.48,187.69,187.69,20.2711,22.0929,1.7386,3.1547,2.24,10.93,22.42,否
002468,002468.SZ,深,申通快递,14.19,209.49,217.22,13.6515,13.3347,1.9323,0.3665,0.7,20.07,29.3,否
002475,002475.SZ,深,立讯精密,54.65,4003.15,4228.72,24.563,29.0923,4.8427,1.1931,0.52,81.78,33.17,否
002487,002487.SZ,深,大金重工,39.18,247.19,289.97,25.0543,26.3031,2.0162,4.4035,0.42,94.18,58.4,否
002497,002497.SZ,深,雅化集团,19.48,206.21,224.52,25.2627,22.8743,2.0477,2.2825,0.31,32.0,39.12,否
002500,002500.SZ,深,山西证券,5.22,187.39,187.39,20.1511,21.4062,1.0149,5.5431,2.49,6.92,24.57,否
002507,002507.SZ,深,涪陵榨菜,11.19,128.38,129.12,16.8079,18.3586,1.4725,5.2222,3.75,13.93,19.67,否
002508,002508.SZ,深,老板电器,16.18,151.05,152.89,12.5064,13.7875,1.349,1.5285,6.18,22.5,28.09,否
002511,002511.SZ,深,中顺洁柔,7.03,88.93,90.06,22.8655,23.1131,1.6267,1.0165,0.58,9.25,24.0,否
002517,002517.SZ,深,恺英网络,16.62,313.97,355.08,16.3928,18.9635,3.501,5.7332,0.6,30.5,45.51,否
002532,002532.SZ,深,天山铝业,12.67,520.34,586.46,8.4858,8.6688,1.8265,1.8509,5.07,21.88,42.09,否
002533,002533.SZ,深,金杯电工,11.22,72.5,82.35,13.2703,15.6219,1.8457,0.3604,3.98,16.6,32.41,否
002534,002534.SZ,深,西子洁能,15.38,126.94,128.57,29.0156,52.6728,2.3025,2.0993,0.65,22.49,31.61,否
002537,002537.SZ,深,海联金汇,5.76,67.43,67.62,22.409,35.6348,1.5405,1.0323,0.0,11.76,51.02,否
002539,002539.SZ,深,云图控股,12.85,114.34,155.19,17.6984,19.1714,1.6382,0.7122,1.56,17.27,25.59,否
002541,002541.SZ,深,鸿路钢构,20.18,100.13,139.25,21.6826,30.3168,1.441,0.619,1.38,25.25,20.08,否
002545,002545.SZ,深,东方铁塔,17.42,196.87,216.72,15.4548,15.91,2.2018,4.0562,1.72,30.9,43.62,否
002546,002546.SZ,深,新联电子,7.97,63.86,66.47,7.8826,53.231,1.6026,9.2423,1.51,12.4,35.73,否
002550,002550.SZ,深,千红制药,6.73,64.18,86.13,29.3389,37.9758,3.1455,5.8677,2.2,11.97,43.78,否
002555,002555.SZ,深,三七互娱,18.59,295.09,411.25,12.7546,14.0902,3.1264,2.6631,5.51,31.01,40.05,否
002557,002557.SZ,深,洽洽食品,18.55,93.54,93.84,22.9171,27.5493,1.8927,1.2988,5.29,25.99,28.63,否
002558,002558.SZ,深,巨人网络,26.13,496.62,496.62,19.9681,17.8726,3.1124,7.4656,1.3,53.35,51.02,否
002568,002568.SZ,深,百润股份,18.15,138.32,189.05,25.9967,26.9569,3.7869,6.0739,1.65,29.38,38.22,否
002572,002572.SZ,深,索菲亚,8.09,52.7,77.91,9.1579,9.737,1.1816,0.8805,9.89,15.36,47.33,否
002594,002594.SZ,深,比亚迪,90.47,3154.34,8248.33,29.941,32.4461,3.6074,1.0523,0.4,116.59,22.4,否
002595,002595.SZ,深,豪迈科技,48.42,557.79,561.67,23.5108,24.8283,4.7869,4.898,1.42,101.5,52.3,否
002602,002602.SZ,深,世纪华通,13.82,939.32,1018.63,16.2136,16.2459,3.154,2.4988,0.43,22.49,38.55,否
002603,002603.SZ,深,以岭药业,16.45,226.44,274.83,20.0698,21.0822,2.6018,3.4735,4.86,21.58,23.77,否
002605,002605.SZ,深,姚记科技,17.48,59.12,72.99,15.6557,17.0948,1.9806,2.7042,2.86,31.14,43.87,否
002606,002606.SZ,深,大连电瓷,13.65,57.51,59.93,23.8646,26.0707,3.0687,3.0333,0.36,18.13,24.71,否
002608,002608.SZ,深,江苏国信,6.97,263.33,263.33,8.0893,8.0181,0.7136,0.7012,2.58,11.13,37.38,否
002637,002637.SZ,深,赞宇科技,11.53,50.2,54.24,27.004,25.9686,1.458,0.4212,1.0,17.16,32.81,否
002668,002668.SZ,深,TCL智家,9.25,100.28,100.28,10.0637,10.2658,2.6195,0.5281,2.2,11.66,20.67,否
002673,002673.SZ,深,西部证券,6.46,288.73,288.73,16.5265,16.7157,0.9585,4.6625,1.86,9.79,34.01,否
002683,002683.SZ,深,广东宏大,29.79,198.57,226.37,23.4058,23.6845,3.3848,1.075,2.16,55.0,45.84,否
002690,002690.SZ,深,美亚光电,15.32,66.45,135.16,18.6005,19.3456,5.6119,5.5927,4.57,22.8,32.81,否
002698,002698.SZ,深,博实股份,12.72,107.37,130.07,26.4312,28.3968,3.2766,4.8099,1.97,18.97,32.95,否
002705,002705.SZ,深,新宝股份,11.2,90.45,90.93,10.9384,11.2699,1.0779,0.5757,3.98,19.68,43.09,否
002709,002709.SZ,深,天赐材料,37.96,572.82,773.84,19.5663,19.6776,3.8151,3.1805,1.05,64.98,41.58,否
002734,002734.SZ,深,利民股份,14.58,63.54,69.38,14.3081,14.5948,1.7234,1.5287,3.06,23.63,38.3,否
002736,002736.SZ,深,国信证券,9.82,943.94,1005.74,9.2707,9.29,1.04,4.229,4.58,16.22,39.46,否
002752,002752.SZ,深,昇兴股份,5.94,57.95,58.03,15.8643,16.854,1.6183,0.7795,1.68,9.57,37.93,否
002756,002756.SZ,深,永兴材料,47.69,184.6,257.1,26.8065,29.3886,1.9805,3.1883,1.44,89.88,46.94,否
002759,002759.SZ,深,ST天际,18.47,92.54,92.61,25.6936,27.3408,2.6344,2.2315,0.0,55.98,67.01,否
002768,002768.SZ,深,国恩股份,65.21,164.5,284.71,28.8498,29.1599,4.2205,1.2815,0.53,80.77,19.26,否
002773,002773.SZ,深,康弘药业,21.11,144.98,194.49,18.1695,18.8433,2.1702,4.3875,3.32,47.37,55.44,否
002782,002782.SZ,深,可立克,15.34,75.15,76.06,29.817,34.2102,3.5515,1.3504,1.3,31.23,50.88,否
002797,002797.SZ,深,第一创业,6.32,265.59,265.59,28.8489,28.6144,1.5287,6.8586,1.3,8.68,27.19,否
002803,002803.SZ,深,吉宏股份,18.53,55.14,84.85,26.8152,30.6977,3.0589,1.1746,1.71,28.0,33.82,否
002831,002831.SZ,深,裕同科技,25.53,182.34,328.91,20.5949,21.5115,2.8357,1.8977,3.42,47.5,46.25,否
